WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
15,Indian Wells,BNP Paribas Open,8/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Giorgi C.,Rus A.,46,130,1144,520,6,3,6,3,,,2,0,Completed,1.22,4.33,1.27,4.14,1.28,4.5,1.24,4.05
15,Indian Wells,BNP Paribas Open,8/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Tsurenko L.,Zhu L.,95,33,688,1315,6,4,6,3,,,2,0,Completed,2,1.8,2.02,1.88,2.02,1.9,1.95,1.85
15,Indian Wells,BNP Paribas Open,9/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Peterson R.,Kostyuk M.,103,40,659,1270,7,5,5,7,7,5,2,1,Completed,2.3,1.62,2.3,1.68,2.38,1.68,2.27,1.63
15,Indian Wells,BNP Paribas Open,9/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Mandlik E.,Riske-Amritraj A.,155,58,422,953,6,3,5,7,7,6,2,1,Completed,2.63,1.5,2.7,1.52,2.75,1.53,2.61,1.49
15,Indian Wells,BNP Paribas Open,9/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Kalinskaya A.,Parks A.,60,55,923,991,6,1,6,1,,,2,0,Completed,1.4,3,1.48,2.82,1.5,3,1.44,2.77
15,Indian Wells,BNP Paribas Open,9/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Teichmann J.,Krueger A.,39,154,1274,426,6,1,6,4,,,2,0,Completed,1.57,2.38,1.58,2.52,1.64,2.52,1.56,2.41
15,Indian Wells,BNP Paribas Open,9/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Pera B.,Bronzetti L.,43,71,1200,849,7,5,4,6,6,3,2,1,Completed,1.44,2.75,1.48,2.83,1.49,2.9,1.45,2.72
15,Indian Wells,BNP Paribas Open,9/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Gracheva V.,Bonaventure Y.,66,84,879,730,6,2,6,2,,,2,0,Completed,1.8,2,1.81,2.09,1.84,2.1,1.79,2.02
15,Indian Wells,BNP Paribas Open,9/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Siniakova K.,Niemeier J.,45,72,1164,842,7,5,6,4,,,2,0,Completed,1.33,3.4,1.32,3.71,1.36,3.71,1.33,3.34
15,Indian Wells,BNP Paribas Open,9/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Galfi D.,Collins D.,80,31,749,1382,6,4,6,4,,,2,0,Completed,6,1.13,6.33,1.15,6.33,1.16,5.71,1.14
15,Indian Wells,BNP Paribas Open,9/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Maria T.,Paolini J.,70,63,860,896,7,5,6,1,,,2,0,Completed,2.3,1.62,2.21,1.74,2.3,1.74,2.2,1.67
15,Indian Wells,BNP Paribas Open,9/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Raducanu E.,Kovinic D.,77,62,784,905,6,2,6,3,,,2,0,Completed,1.44,2.75,1.54,2.63,1.57,2.75,1.5,2.57
15,Indian Wells,BNP Paribas Open,9/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Cirstea S.,Birrell K.,83,115,743,566,6,3,6,2,,,2,0,Completed,1.8,2,1.83,2.08,1.83,2.1,1.79,2.02
15,Indian Wells,BNP Paribas Open,9/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Parrizas Diaz N.,Cocciaretto E.,88,50,710,1076,6,3,7,5,,,2,0,Completed,2.75,1.44,2.93,1.45,2.93,1.47,2.79,1.44
15,Indian Wells,BNP Paribas Open,9/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Vondrousova M.,Marino R.,105,75,632,798,6,2,6,2,,,2,0,Completed,1.29,3.75,1.26,4.2,1.31,4.25,1.27,3.72
15,Indian Wells,BNP Paribas Open,9/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Muchova K.,Putintseva Y.,76,42,791,1235,6,3,4,6,6,4,2,1,Completed,1.4,3,1.43,3.04,1.46,3.06,1.42,2.86
15,Indian Wells,BNP Paribas Open,9/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Brengle M.,Siegemund L.,87,124,711,536,7,6,6,4,,,2,0,Completed,2,1.8,2.09,1.81,2.23,1.82,2.05,1.77
15,Indian Wells,BNP Paribas Open,9/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Stearns P.,Masarova R.,126,92,526,706,4,6,6,4,6,4,2,1,Completed,2.63,1.5,2.61,1.55,2.82,1.55,2.57,1.51
15,Indian Wells,BNP Paribas Open,10/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Liu C.,Schmiedlova A.,56,101,972,673,7,6,6,3,,,2,0,Completed,1.53,2.5,1.59,2.51,1.6,2.51,1.56,2.41
15,Indian Wells,BNP Paribas Open,10/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Kenin S.,Stephens S.,170,48,377,1083,6,4,6,1,,,2,0,Completed,1.91,1.91,2.02,1.87,2.02,1.91,1.93,1.87
15,Indian Wells,BNP Paribas Open,10/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Frech M.,Zanevska M.,106,78,622,775,4,6,6,4,6,2,2,1,Completed,4.5,1.2,,,4.8,1.24,4.47,1.21
15,Indian Wells,BNP Paribas Open,10/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Navarro E.,Mcnally C.,128,73,522,832,1,6,6,1,6,1,2,1,Completed,3,1.4,3.11,1.41,3.11,1.41,2.97,1.39
15,Indian Wells,BNP Paribas Open,10/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Teichmann J.,Bencic B.,39,9,1274,3360,3,6,6,3,6,3,2,1,Completed,4,1.25,4.42,1.25,4.44,1.26,4.14,1.23
15,Indian Wells,BNP Paribas Open,10/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Kalinina A.,Fruhvirtova L.,29,53,1422,1017,4,6,6,4,7,5,2,1,Completed,1.67,2.2,1.65,2.36,1.68,2.36,1.64,2.25
15,Indian Wells,BNP Paribas Open,10/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Ostapenko J.,Sasnovich A.,25,44,1550,1174,7,5,3,6,6,2,2,1,Completed,1.4,3,1.42,3.07,1.42,3.32,1.38,3.03
15,Indian Wells,BNP Paribas Open,10/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Tsurenko L.,Vekic D.,95,23,688,1664,2,6,6,2,6,2,2,1,Completed,2.63,1.5,2.65,1.53,2.65,1.57,2.54,1.51
15,Indian Wells,BNP Paribas Open,10/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Krejcikova B.,Yastremska D.,16,142,2205,462,6,1,6,2,,,2,0,Completed,1.2,4.5,1.19,5.24,1.22,5.32,1.19,4.77
15,Indian Wells,BNP Paribas Open,10/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Kudermetova V.,Blinkova A.,11,69,2620,866,6,3,6,4,,,2,0,Completed,1.22,4.33,1.22,4.71,1.24,4.75,1.21,4.38
15,Indian Wells,BNP Paribas Open,10/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Sabalenka A.,Rodina E.,2,427,6100,111,6,2,6,0,,,2,0,Completed,1.03,15,1.03,22.63,1.04,24.28,1.03,14.42
15,Indian Wells,BNP Paribas Open,10/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Kvitova P.,Mandlik E.,15,155,2227,422,6,1,7,5,,,2,0,Completed,1.14,5.5,1.13,7.03,1.15,7.3,1.12,6.29
15,Indian Wells,BNP Paribas Open,10/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Potapova A.,Wang Xiy.,28,59,1439,941,4,6,7,6,6,2,2,1,Completed,1.44,2.75,1.45,2.92,1.48,2.95,1.43,2.79
15,Indian Wells,BNP Paribas Open,10/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Peterson R.,Zhang S.,103,27,659,1460,3,0,,,,,0,0,Retired,1.44,2.75,1.49,2.8,1.53,2.85,1.46,2.71
15,Indian Wells,BNP Paribas Open,10/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Sakkari M.,Rogers S.,7,41,3451,1245,2,6,6,4,6,0,2,1,Completed,1.53,2.5,1.66,2.35,1.66,2.63,1.55,2.43
15,Indian Wells,BNP Paribas Open,11/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Wang Xin.,Alexandrova E.,67,18,871,2030,6,2,6,3,,,2,0,Completed,3,1.4,3.08,1.42,3.1,1.42,2.98,1.39
15,Indian Wells,BNP Paribas Open,11/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Gauff C.,Bucsa C.,6,90,4251,708,6,2,6,4,,,2,0,Completed,1.11,6.5,1.11,7.77,1.14,8.14,1.1,6.83
15,Indian Wells,BNP Paribas Open,11/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Pliskova Ka.,Kalinskaya A.,17,60,2045,923,2,6,6,0,6,4,2,1,Completed,1.57,2.38,1.63,2.4,1.63,2.45,1.58,2.36
15,Indian Wells,BNP Paribas Open,11/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Pegula J.,Giorgi C.,3,46,5495,1144,3,6,6,1,6,2,2,1,Completed,1.36,3.2,1.37,3.32,1.4,3.32,1.36,3.14
15,Indian Wells,BNP Paribas Open,11/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Noskova L.,Anisimova A.,54,35,1003,1304,7,6,6,3,,,2,0,Completed,2,1.8,2.08,1.83,2.1,1.86,2.03,1.78
15,Indian Wells,BNP Paribas Open,11/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Muchova K.,Azarenka V.,76,14,791,2237,7,6,6,3,,,2,0,Completed,2.2,1.67,2.21,1.74,2.3,1.74,2.19,1.68
15,Indian Wells,BNP Paribas Open,11/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Gracheva V.,Martic P.,66,30,879,1422,6,3,6,2,,,2,0,Completed,2.1,1.73,2.25,1.71,2.28,1.74,2.18,1.68
15,Indian Wells,BNP Paribas Open,11/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Vondrousova M.,Bouzkova M.,105,32,632,1359,6,1,6,1,,,2,0,Completed,1.5,2.63,1.43,3.01,1.5,3.01,1.43,2.81
15,Indian Wells,BNP Paribas Open,11/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Raducanu E.,Linette M.,77,21,784,1770,7,6,6,2,,,2,0,Completed,1.8,2,1.92,1.97,1.92,2.03,1.86,1.95
15,Indian Wells,BNP Paribas Open,11/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Haddad Maia B.,Siniakova K.,13,45,2246,1164,5,7,7,6,6,3,2,1,Completed,1.62,2.3,1.67,2.33,1.68,2.35,1.64,2.26
15,Indian Wells,BNP Paribas Open,11/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Pera B.,Samsonova L.,43,12,1200,2301,2,6,7,6,7,6,2,1,Completed,3.75,1.29,3.97,1.29,4,1.3,3.72,1.28
15,Indian Wells,BNP Paribas Open,11/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Fernandez L.A.,Navarro E.,49,128,1080,522,6,2,6,4,,,2,0,Completed,1.2,4.5,1.21,4.92,1.23,5,1.2,4.53
15,Indian Wells,BNP Paribas Open,11/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Swiatek I.,Liu C.,1,56,10585,972,6,0,6,1,,,2,0,Completed,1.03,15,1.03,19.47,1.04,19.47,1.03,13.24
15,Indian Wells,BNP Paribas Open,11/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Garcia C.,Galfi D.,5,80,4905,749,6,1,6,7,6,4,2,1,Completed,1.11,6.5,1.13,7.02,1.13,7.25,1.11,6.68
15,Indian Wells,BNP Paribas Open,11/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Kasatkina D.,Maria T.,8,70,3375,860,6,2,6,1,,,2,0,Completed,1.36,3.2,1.38,3.3,1.38,3.5,1.35,3.21
15,Indian Wells,BNP Paribas Open,11/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Trevisan M.,Brengle M.,26,87,1529,711,5,7,6,1,6,2,2,1,Completed,2.75,1.44,2.96,1.45,3,1.48,2.84,1.42
15,Indian Wells,BNP Paribas Open,12/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Rybakina E.,Kenin S.,10,170,2935,377,7,6,7,6,,,2,0,Completed,1.22,4.33,1.23,4.68,1.23,4.7,1.21,4.37
15,Indian Wells,BNP Paribas Open,12/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Andreescu B.,Stearns P.,36,126,1303,526,4,6,6,4,6,3,2,1,Completed,1.4,3,1.42,3.08,1.44,3.2,1.39,2.99
15,Indian Wells,BNP Paribas Open,12/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Jabeur O.,Frech M.,4,106,4921,622,4,6,6,4,6,1,2,1,Completed,1.17,5,1.21,4.97,1.23,5.25,1.18,4.91
15,Indian Wells,BNP Paribas Open,12/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Badosa P.,Parrizas Diaz N.,22,88,1758,710,6,2,7,5,,,2,0,Completed,1.22,4.33,1.26,4.3,1.26,4.4,1.23,4.15
15,Indian Wells,BNP Paribas Open,12/03/2023,WTA1000,Outdoor,Hard,2nd Round,3,Cirstea S.,Keys M.,83,20,743,1857,6,1,,,,,1,0,Retired,3.2,1.36,3.14,1.41,3.2,1.41,3.06,1.37
15,Indian Wells,BNP Paribas Open,12/03/2023,WTA1000,Outdoor,Hard,3rd Round,3,Peterson R.,Teichmann J.,103,39,659,1274,3,6,6,3,6,1,2,1,Completed,2.1,1.73,2.27,1.71,2.3,1.74,2.2,1.67
15,Indian Wells,BNP Paribas Open,12/03/2023,WTA1000,Outdoor,Hard,3rd Round,3,Sakkari M.,Kalinina A.,7,29,3451,1422,3,6,6,2,6,4,2,1,Completed,1.53,2.5,1.58,2.54,1.58,2.6,1.53,2.49
15,Indian Wells,BNP Paribas Open,12/03/2023,WTA1000,Outdoor,Hard,3rd Round,3,Pliskova Ka.,Kudermetova V.,17,11,2045,2620,6,1,7,5,,,2,0,Completed,2.2,1.67,2.24,1.73,2.25,1.74,2.16,1.7
15,Indian Wells,BNP Paribas Open,12/03/2023,WTA1000,Outdoor,Hard,3rd Round,3,Pegula J.,Potapova A.,3,28,5495,1439,3,6,6,4,7,5,2,1,Completed,1.22,4.33,1.25,4.45,1.25,4.5,1.22,4.24
15,Indian Wells,BNP Paribas Open,12/03/2023,WTA1000,Outdoor,Hard,3rd Round,3,Gauff C.,Noskova L.,6,54,4251,1003,6,4,6,3,,,2,0,Completed,1.3,3.5,1.31,3.57,1.37,3.6,1.32,3.36
15,Indian Wells,BNP Paribas Open,13/03/2023,WTA1000,Outdoor,Hard,3rd Round,3,Kvitova P.,Ostapenko J.,15,25,2227,1550,0,6,6,0,6,4,2,1,Completed,1.91,1.91,2.04,1.87,2.04,1.93,1.96,1.85
15,Indian Wells,BNP Paribas Open,13/03/2023,WTA1000,Outdoor,Hard,3rd Round,3,Krejcikova B.,Wang Xin.,16,67,2205,871,6,2,6,7,6,2,2,1,Completed,1.11,6.5,1.14,6.98,1.14,6.98,1.12,6.18
15,Indian Wells,BNP Paribas Open,13/03/2023,WTA1000,Outdoor,Hard,3rd Round,3,Sabalenka A.,Tsurenko L.,2,95,6100,688,,,,,,,,,Walkover,1.14,5.5,1.17,6.01,1.17,6.5,1.14,5.74
15,Indian Wells,BNP Paribas Open,13/03/2023,WTA1000,Outdoor,Hard,3rd Round,3,Cirstea S.,Pera B.,83,43,743,1200,6,3,6,1,,,2,0,Completed,1.67,2.2,1.64,2.41,1.68,2.41,1.61,2.31
15,Indian Wells,BNP Paribas Open,13/03/2023,WTA1000,Outdoor,Hard,3rd Round,3,Garcia C.,Fernandez L.A.,5,49,4905,1080,6,4,6,7,6,1,2,1,Completed,1.5,2.63,1.48,2.87,1.62,2.88,1.48,2.67
15,Indian Wells,BNP Paribas Open,13/03/2023,WTA1000,Outdoor,Hard,3rd Round,3,Muchova K.,Trevisan M.,76,26,791,1529,6,4,3,6,6,4,2,1,Completed,1.13,6,1.12,7.9,1.14,8.14,1.11,6.64
15,Indian Wells,BNP Paribas Open,13/03/2023,WTA1000,Outdoor,Hard,3rd Round,3,Rybakina E.,Badosa P.,10,22,2935,1758,6,3,7,5,,,2,0,Completed,1.53,2.5,1.56,2.6,1.62,2.76,1.55,2.44
15,Indian Wells,BNP Paribas Open,13/03/2023,WTA1000,Outdoor,Hard,3rd Round,3,Raducanu E.,Haddad Maia B.,77,13,784,2246,6,1,2,6,6,4,2,1,Completed,2.1,1.73,2.18,1.77,2.18,1.83,2.09,1.74
15,Indian Wells,BNP Paribas Open,13/03/2023,WTA1000,Outdoor,Hard,3rd Round,3,Vondrousova M.,Jabeur O.,105,4,632,4921,7,6,6,4,,,2,0,Completed,1.57,2.38,1.64,2.42,1.65,2.5,1.59,2.37
15,Indian Wells,BNP Paribas Open,14/03/2023,WTA1000,Outdoor,Hard,3rd Round,3,Swiatek I.,Andreescu B.,1,36,10585,1303,6,3,7,6,,,2,0,Completed,1.06,10,1.07,10.97,1.07,12.25,1.06,9.47
15,Indian Wells,BNP Paribas Open,14/03/2023,WTA1000,Outdoor,Hard,3rd Round,3,Gracheva V.,Kasatkina D.,66,8,879,3375,6,4,6,4,,,2,0,Completed,2.63,1.5,2.65,1.55,2.65,1.55,2.52,1.52
15,Indian Wells,BNP Paribas Open,14/03/2023,WTA1000,Outdoor,Hard,4th Round,3,Gauff C.,Peterson R.,6,103,4251,659,6,3,1,6,6,4,2,1,Completed,1.14,5.5,1.21,5.11,1.21,5.55,1.17,4.97
15,Indian Wells,BNP Paribas Open,14/03/2023,WTA1000,Outdoor,Hard,4th Round,3,Sakkari M.,Pliskova Ka.,7,17,3451,2045,6,4,5,7,6,3,2,1,Completed,2,1.8,2.01,1.9,2.1,1.9,1.99,1.82
15,Indian Wells,BNP Paribas Open,14/03/2023,WTA1000,Outdoor,Hard,4th Round,3,Sabalenka A.,Krejcikova B.,2,16,6100,2205,6,3,2,6,6,4,2,1,Completed,1.57,2.38,1.59,2.52,1.62,2.52,1.56,2.41
15,Indian Wells,BNP Paribas Open,14/03/2023,WTA1000,Outdoor,Hard,4th Round,3,Muchova K.,Vondrousova M.,76,105,791,632,6,4,6,7,6,4,2,1,Completed,2.75,1.44,2.86,1.48,3,1.48,2.8,1.43
15,Indian Wells,BNP Paribas Open,14/03/2023,WTA1000,Outdoor,Hard,4th Round,3,Kvitova P.,Pegula J.,15,3,2227,5495,6,2,3,6,7,6,2,1,Completed,2.75,1.44,2.97,1.45,3.01,1.5,2.8,1.44
15,Indian Wells,BNP Paribas Open,15/03/2023,WTA1000,Outdoor,Hard,4th Round,3,Cirstea S.,Garcia C.,83,5,743,4905,6,4,4,6,7,5,2,1,Completed,3.4,1.33,3.32,1.38,3.4,1.39,3.16,1.36
15,Indian Wells,BNP Paribas Open,15/03/2023,WTA1000,Outdoor,Hard,4th Round,3,Rybakina E.,Gracheva V.,10,66,2935,879,6,3,6,0,,,2,0,Completed,1.17,5,1.22,4.82,1.24,5,1.2,4.56
15,Indian Wells,BNP Paribas Open,15/03/2023,WTA1000,Outdoor,Hard,4th Round,3,Swiatek I.,Raducanu E.,1,77,10585,784,6,3,6,1,,,2,0,Completed,1.07,9,1.09,9.32,1.14,9.52,1.08,7.88
15,Indian Wells,BNP Paribas Open,15/03/2023,WTA1000,Outdoor,Hard,Quarterfinals,3,Sabalenka A.,Gauff C.,2,6,6100,4251,6,4,6,0,,,2,0,Completed,1.57,2.38,1.56,2.62,1.6,2.71,1.54,2.48
15,Indian Wells,BNP Paribas Open,16/03/2023,WTA1000,Outdoor,Hard,Quarterfinals,3,Sakkari M.,Kvitova P.,7,15,3451,2227,4,6,7,5,6,1,2,1,Completed,1.57,2.38,1.63,2.43,1.63,2.5,1.58,2.37
15,Indian Wells,BNP Paribas Open,16/03/2023,WTA1000,Outdoor,Hard,Quarterfinals,3,Rybakina E.,Muchova K.,10,76,2935,791,7,6,2,6,6,4,2,1,Completed,1.36,3.2,1.46,2.93,1.48,3.2,1.41,2.92
15,Indian Wells,BNP Paribas Open,16/03/2023,WTA1000,Outdoor,Hard,Quarterfinals,3,Swiatek I.,Cirstea S.,1,83,10585,743,6,2,6,3,,,2,0,Completed,1.05,11,1.06,13.94,1.06,14.4,1.05,10.53
15,Indian Wells,BNP Paribas Open,17/03/2023,WTA1000,Outdoor,Hard,Semifinals,3,Sabalenka A.,Sakkari M.,2,7,6100,3451,6,2,6,3,,,2,0,Completed,1.33,3.4,1.29,3.98,1.34,3.98,1.31,3.47
15,Indian Wells,BNP Paribas Open,18/03/2023,WTA1000,Outdoor,Hard,Semifinals,3,Rybakina E.,Swiatek I.,10,1,2935,10585,6,2,6,2,,,2,0,Completed,4.5,1.2,4.63,1.24,5.05,1.24,4.61,1.2
15,Indian Wells,BNP Paribas Open,19/03/2023,WTA1000,Outdoor,Hard,The Final,3,Rybakina E.,Sabalenka A.,10,2,2935,6100,7,6,6,4,,,2,0,Completed,2.38,1.57,2.52,1.59,2.56,1.68,2.37,1.59
16,Miami,Miami Open,21/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Kostyuk M.,Cocciaretto E.,38,49,1245,1056,6,3,6,2,,,2,0,Completed,1.4,3,1.46,2.89,1.46,3.17,1.4,2.91
16,Miami,Miami Open,21/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Hibino N.,Kovinic D.,137,68,484,850,6,3,6,3,,,2,0,Completed,1.62,2.3,1.71,2.25,1.72,2.5,1.66,2.21
16,Miami,Miami Open,21/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Begu I.,Eala A.,34,219,1288,306,6,2,7,5,,,2,0,Completed,1.22,4.33,1.25,4.39,1.26,4.7,1.22,4.23
16,Miami,Miami Open,21/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Wang Xiy.,Fruhvirtova B.,58,142,975,462,6,0,7,5,,,2,0,Completed,1.73,2.1,1.65,2.36,1.74,2.36,1.66,2.21
16,Miami,Miami Open,21/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Bjorklund M.,Paolini J.,149,71,453,841,4,6,6,4,6,4,2,1,Completed,2.63,1.5,2.61,1.55,2.65,1.55,2.54,1.51
16,Miami,Miami Open,21/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Kalinskaya A.,Jimenez V.,64,171,873,385,6,4,6,2,,,2,0,Completed,1.36,3.2,1.41,3.12,1.43,3.2,1.39,2.99
16,Miami,Miami Open,21/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Marino R.,Putintseva Y.,83,43,748,1210,7,6,6,2,,,2,0,Completed,2.5,1.53,2.55,1.57,2.65,1.57,2.46,1.54
16,Miami,Miami Open,21/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Mertens E.,Parks A.,39,56,1244,999,6,1,6,4,,,2,0,Completed,1.29,3.75,1.34,3.56,1.34,3.75,1.29,3.54
16,Miami,Miami Open,21/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Liu C.,Siniakova K.,59,46,972,1164,3,6,3,3,,,0,1,Retired,2.5,1.53,2.73,1.51,2.85,1.53,2.61,1.49
16,Miami,Miami Open,21/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Giorgi C.,Kanepi K.,44,57,1179,997,7,6,6,7,7,6,2,1,Completed,1.4,3,1.43,3.05,1.43,3.27,1.39,2.97
16,Miami,Miami Open,21/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Martincova T.,Korpatsch T.,113,87,568,736,4,6,6,4,6,3,2,1,Completed,1.22,4.33,1.24,4.46,1.27,4.46,1.23,4.05
16,Miami,Miami Open,21/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Sebov K.,Fruhvirtova L.,172,50,377,1050,6,2,4,6,6,4,2,1,Completed,3.2,1.36,3.46,1.35,3.46,1.43,3.04,1.38
16,Miami,Miami Open,21/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Siegemund L.,Sherif M.,114,52,565,1050,6,3,6,4,,,2,0,Completed,1.5,2.63,1.57,2.55,1.68,2.65,1.56,2.41
16,Miami,Miami Open,21/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Tomova V.,Schmiedlova A.,96,100,692,680,7,5,6,2,,,2,0,Completed,1.91,1.91,1.95,1.92,2,1.92,1.92,1.85
16,Miami,Miami Open,21/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Rodina E.,Pera B.,369,37,146,1252,6,3,6,4,,,2,0,Completed,5.5,1.14,5.6,1.18,5.6,1.18,5.31,1.15
16,Miami,Miami Open,21/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Golubic V.,Baptiste H.,116,280,559,236,7,6,6,1,,,2,0,Completed,1.25,4,1.33,3.62,1.33,4.05,1.28,3.63
16,Miami,Miami Open,22/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Andreeva E.,Krueger A.,128,155,525,426,7,5,6,2,,,2,0,Completed,2.2,1.67,2.12,1.79,2.22,1.87,2.05,1.76
16,Miami,Miami Open,22/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Noskova L.,Bronzetti L.,51,73,1050,839,6,3,6,4,,,2,0,Completed,1.29,3.75,1.27,4.14,1.3,4.14,1.27,3.78
16,Miami,Miami Open,22/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Muchova K.,Teichmann J.,55,32,1006,1329,6,0,6,2,,,2,0,Completed,1.25,4,1.28,4.06,1.28,4.3,1.25,3.91
16,Miami,Miami Open,22/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Sasnovich A.,Galfi D.,45,79,1174,774,6,3,7,6,,,2,0,Completed,1.57,2.38,1.62,2.44,1.67,2.51,1.61,2.31
16,Miami,Miami Open,22/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Andreescu B.,Raducanu E.,31,72,1367,839,6,3,3,6,6,2,2,1,Completed,1.8,2,1.81,2.09,1.87,2.17,1.79,2.01
16,Miami,Miami Open,22/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Gracheva V.,Zanevska M.,54,78,1014,775,6,1,7,5,,,2,0,Completed,1.36,3.2,1.4,3.18,1.44,3.22,1.37,3.06
16,Miami,Miami Open,22/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Cirstea S.,Contreras Gomez F.,74,179,838,364,7,6,6,2,,,2,0,Completed,1.1,7,1.11,8.01,1.12,8.01,1.1,6.95
16,Miami,Miami Open,22/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Brengle M.,Anisimova A.,86,35,736,1279,7,6,5,2,,,1,0,Retired,3.75,1.29,3.3,1.38,4.01,1.44,3.49,1.31
16,Miami,Miami Open,22/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Montgomery R.,Bogdan A.,193,60,341,956,3,6,6,3,6,3,2,1,Completed,3.2,1.36,3.15,1.4,3.3,1.43,3.07,1.37
16,Miami,Miami Open,22/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Vondrousova M.,Maria T.,103,65,632,870,6,4,6,1,,,2,0,Completed,1.14,5.5,1.15,6.41,1.17,6.75,1.13,5.9
16,Miami,Miami Open,22/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Kenin S.,Sanders S.,164,200,402,331,6,0,7,6,,,2,0,Completed,1.4,3,1.42,3.08,1.45,3.12,1.4,2.91
16,Miami,Miami Open,22/03/2023,WTA1000,Outdoor,Hard,1st Round,3,Wang Xin.,Friedsam A.L.,61,98,918,687,3,6,6,4,6,2,2,1,Completed,1.8,2,1.81,2.1,1.83,2.11,1.78,2.02
